Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Fully specified name:es,Short name:es,Synonym:es,Description:es,Data class,Data type,Answers,Members,_version:1,_order:3000
,,,All Orderables,All Orderables,,All Orderables,Ordenables,Órdenes disponibles,Conjunto raíz de órdenes disponibles,ConvSet,N/A,,,,
